game_id,game_date,game_type,champioship_id,category,home_division,home_team_id,home_team_name,home_club,home_score,away_team_id,away_team_name,away_division,away_club,away_score,championship_name
1154,2014-10-26 00:00:00,2,44,Men,2,484,USF,USF M,12,480,FIU,2,FIU M,59,Florida Cup (College Men)
1155,2014-11-01 00:00:00,2,44,Men,2,480,FIU,FIU M,20,477,Eckerd,2,Eckerd Rugby M,0,Florida Cup (College Men)
1156,2014-11-01 00:00:00,2,44,Men,2,479,FGCU,FGCU,0,481,FSU,2,Florida State M,20,Florida Cup (College Men)
1157,2014-11-01 00:00:00,2,44,Men,2,483,UM,UM Men,42,484,USF,2,USF M,17,Florida Cup (College Men)
1405,2014-11-01 00:00:00,1,47,NULL,2,567,Tridents,Miami Tridents,67,558,FIU,2,FIU M,0,2014-15 Friendlies
1408,2014-11-08 00:00:00,1,47,NULL,2,580,Boca Raton,Boca Raton,33,584,Miami RFC,2,Miami Rugby FC,19,2014-15 Friendlies
1409,2014-11-08 00:00:00,1,47,NULL,2,528,USF,USF M,10,591,USF Alumni 2014,4,USF M,69,2014-15 Friendlies
1412,2014-11-08 00:00:00,2,45,Men,2,525,UCF,UCF M,91,522,FAU,2,FAU Rugby Men,5,SIRC  (College Men)
1363,2014-11-08 00:00:00,1,47,NULL,2,543,Orlando,Orlando RFC,31,571,Savannah,2,Out of State,5,2014-15 Friendlies
1373,2014-11-08 00:00:00,1,47,NULL,3,568,Palm Beach,Palm Beach,19,532,Ft. Lauderdale,2,Ft. Lauderdale,43,2014-15 Friendlies
1381,2014-11-08 00:00:00,1,47,NULL,2,547,UNF,UNF RFC,7,540,Jacksonville,2,Jacksonville M,44,2014-15 Friendlies
1259,2014-11-08 00:00:00,2,46,Men,2,520,USF W,USF - W,20,519,UM W,2,UM Women,0,Florida Cup (College Women)
1261,2014-11-08 00:00:00,2,46,Men,2,513,Eckerd W,Eckerd Rugby W,0,518,UF W,1,UF Women,78,Florida Cup (College Women)
1262,2014-11-08 00:00:00,2,46,Men,1,517,UCF W,UCF W,64,515,FGCU W,2,FGCU Women,10,Florida Cup (College Women)
1158,2014-11-08 00:00:00,2,44,Men,2,477,Eckerd,Eckerd Rugby M,20,479,FGCU,2,FGCU,0,Florida Cup (College Men)
1205,2014-11-08 00:00:00,2,41,Men,3,506,Sarasota,Sarasota,16,502,Gainesville,3,Gainesville Hogs,17,Mens DIII
1206,2014-11-08 00:00:00,2,41,Men,3,509,Tallahassee,Tallahassee RFC,36,505,Tampa D3,3,Tampa Krewe,5,Mens DIII
1207,2014-11-08 00:00:00,2,41,Men,3,503,Pelican,Pelicans,25,500,Brevard,3,Brevard,50,Mens DIII
1208,2014-11-08 00:00:00,2,41,Men,3,507,Indian River,Indian River Raptors,7,508,Daytona,3,Daytona M,72,Mens DIII
1144,2014-11-08 00:00:00,2,44,Men,2,482,UCF,UCF M,91,478,FAU,2,FAU Rugby Men,5,Florida Cup (College Men)
1249,2014-11-08 00:00:00,2,46,Men,2,514,FAU W,FAU Rugby W,12,521,FIU W,2,FIU W,26,Florida Cup (College Women)
1341,2014-11-09 00:00:00,2,48,Men,2,554,Vanderbilt U,Out of State,23,548,U of Florida,2,UF Men,43,SCRC (UF Only)
1345,2014-11-14 00:00:00,2,46,Men,1,518,UF W,UF Women,54,514,FAU W,2,FAU Rugby W,10,Florida Cup (College Women)
1263,2014-11-15 00:00:00,2,42,Men,2,512,Orlando W 2015,Orlando RFC,21,511,Jacksonville W 2015,2,Jacksonville W,27,FRU Womens DII
1413,2014-11-15 00:00:00,2,40,Men,2,491,Tampa,Tampa Krewe,10,487,Jacksonville,2,Jacksonville M,29,Mens DII
1254,2014-11-15 00:00:00,2,46,Men,1,516,FSU W,Florida State W,32,520,USF W,2,USF - W,22,Florida Cup (College Women)
1146,2014-11-15 00:00:00,2,44,Men,2,480,FIU,FIU M,20,479,FGCU,2,FGCU,0,Florida Cup (College Men)
1210,2014-11-15 00:00:00,2,41,Men,3,500,Brevard,Brevard,29,506,Sarasota,3,Sarasota,25,Mens DIII
1211,2014-11-15 00:00:00,2,41,Men,3,505,Tampa D3,Tampa Krewe,7,502,Gainesville,3,Gainesville Hogs,59,Mens DIII
1212,2014-11-15 00:00:00,2,41,Men,3,509,Tallahassee,Tallahassee RFC,24,508,Daytona,3,Daytona M,27,Mens DIII
1213,2014-11-15 00:00:00,2,41,Men,3,507,Indian River,Indian River Raptors,5,504,Palm Beach,3,Palm Beach,88,Mens DIII
1411,2014-11-16 00:00:00,1,47,NULL,4,594,Weston HS,Weston U19,29,590,Key Biscayne HS V,4,KB Rugby Rats,0,2014-15 Friendlies
1407,2014-11-22 00:00:00,1,47,NULL,2,532,Ft. Lauderdale,Ft. Lauderdale,24,584,Miami RFC,2,Miami Rugby FC,0,2014-15 Friendlies
1215,2014-11-22 00:00:00,2,41,Men,3,502,Gainesville,Gainesville Hogs,46,509,Tallahassee,3,Tallahassee RFC,5,Mens DIII
1216,2014-12-06 00:00:00,2,41,Men,3,505,Tampa D3,Tampa Krewe,8,503,Pelican,3,Pelicans,33,Mens DIII
1217,2014-12-06 00:00:00,2,41,Men,3,508,Daytona,Daytona M,26,506,Sarasota,3,Sarasota,26,Mens DIII
1218,2014-12-06 00:00:00,2,41,Men,3,500,Brevard,Brevard,12,504,Palm Beach,3,Palm Beach,52,Mens DIII
1160,2014-12-06 00:00:00,2,40,Men,2,486,Miami RFC,Miami Rugby FC,27,487,Jacksonville,2,Jacksonville M,36,Mens DII
1161,2014-12-06 00:00:00,2,40,Men,2,488,Ft. Lauderdale,Ft. Lauderdale,45,489,Tridents,2,Miami Tridents,23,Mens DII
1162,2014-12-06 00:00:00,2,40,Men,2,485,Boca Raton,Boca Raton,29,490,Naples,2,Hammerheads,7,Mens DII
1163,2014-12-06 00:00:00,2,40,Men,2,491,Tampa,Tampa Krewe,21,492,Orlando,2,Orlando RFC,24,Mens DII
1499,2014-12-06 00:00:00,1,47,NULL,2,616,Indian River W,Indian River Raptors,5,538,Jacksonville W 2015,2,Jacksonville W,32,2014-15 Friendlies
1528,2014-12-06 00:00:00,1,47,NULL,4,595,Riviera Beach HS,Riviera Beach,0,597,Orlando HS V,4,Orlando RFC,14,2014-15 Friendlies
1529,2014-12-06 00:00:00,1,47,NULL,4,597,Orlando HS V,Orlando RFC,21,590,Key Biscayne HS V,4,KB Rugby Rats,0,2014-15 Friendlies
1530,2014-12-06 00:00:00,1,47,NULL,4,590,Key Biscayne HS V,KB Rugby Rats,0,595,Riviera Beach HS,4,Riviera Beach,7,2014-15 Friendlies
1264,2014-12-06 00:00:00,2,42,Men,2,511,Jacksonville W 2015,Jacksonville W,31,510,Fort Miami 2015,2,Fort Miami,36,FRU Womens DII
1283,2014-12-06 00:00:00,2,43,Men,2,494,Ft. Lauderdale 'B',Ft. Lauderdale,27,495,Miami Tridents 'B',2,Miami Tridents,12,Orange Cup (Men-DII B sides)
1284,2014-12-06 00:00:00,2,43,Men,2,496,Boca Raton 'B',Boca Raton,20,497,Naples 'B',2,Hammerheads,0,Orange Cup (Men-DII B sides)
1287,2014-12-13 00:00:00,2,43,Men,2,497,Naples 'B',Hammerheads,50,493,Miami Rugby  'B',2,Miami Rugby FC,0,Orange Cup (Men-DII B sides)
1288,2014-12-13 00:00:00,2,43,Men,2,498,Orlando RFC 'B',Orlando RFC,64,494,Ft. Lauderdale 'B',2,Ft. Lauderdale,0,Orange Cup (Men-DII B sides)
1289,2014-12-13 00:00:00,2,43,Men,2,496,Boca Raton 'B',Boca Raton,43,495,Miami Tridents 'B',2,Miami Tridents,21,Orange Cup (Men-DII B sides)
1164,2014-12-13 00:00:00,2,40,Men,2,490,Naples,Hammerheads,36,486,Miami RFC,2,Miami Rugby FC,17,Mens DII
1165,2014-12-13 00:00:00,2,40,Men,2,492,Orlando,Orlando RFC,25,488,Ft. Lauderdale,2,Ft. Lauderdale,15,Mens DII
1167,2014-12-13 00:00:00,2,40,Men,2,485,Boca Raton,Boca Raton,35,489,Tridents,2,Miami Tridents,7,Mens DII
1547,2015-01-03 00:00:00,1,47,NULL,4,630,St. Thomas Aquinas,Aquinas Rugby,21,631,Okapi HS V,4,Okapi Rugby,42,2014-15 Friendlies
1290,2015-01-10 00:00:00,2,43,Men,2,495,Miami Tridents 'B',Miami Tridents,21,498,Orlando RFC 'B',2,Orlando RFC,45,Orange Cup (Men-DII B sides)
1291,2015-01-10 00:00:00,2,43,Men,2,497,Naples 'B',Hammerheads,0,496,Boca Raton 'B',2,Boca Raton,20,Orange Cup (Men-DII B sides)
1168,2015-01-10 00:00:00,2,40,Men,2,489,Tridents,Miami Tridents,52,492,Orlando,2,Orlando RFC,25,Mens DII
1169,2015-01-10 00:00:00,2,40,Men,2,490,Naples,Hammerheads,3,485,Boca Raton,2,Boca Raton,45,Mens DII
1170,2015-01-10 00:00:00,2,40,Men,2,486,Miami RFC,Miami Rugby FC,29,491,Tampa,2,Tampa Krewe,19,Mens DII
1171,2015-01-10 00:00:00,2,40,Men,2,488,Ft. Lauderdale,Ft. Lauderdale,53,487,Jacksonville,2,Jacksonville M,19,Mens DII
1172,2015-01-17 00:00:00,2,40,Men,2,487,Jacksonville,Jacksonville M,63,490,Naples,2,Hammerheads,5,Mens DII
1174,2015-01-17 00:00:00,2,40,Men,2,492,Orlando,Orlando RFC,34,491,Tampa,2,Tampa Krewe,20,Mens DII
1175,2015-01-17 00:00:00,2,40,Men,2,489,Tridents,Miami Tridents,20,488,Ft. Lauderdale,2,Ft. Lauderdale,44,Mens DII
1297,2015-01-17 00:00:00,2,43,Men,2,495,Miami Tridents 'B',Miami Tridents,20,494,Ft. Lauderdale 'B',2,Ft. Lauderdale,0,Orange Cup (Men-DII B sides)
1368,2015-01-17 00:00:00,2,40,Men,2,486,Miami RFC,Miami Rugby FC,22,485,Boca Raton,2,Boca Raton,24,Mens DII
1432,2015-01-17 00:00:00,2,50,Men,4,603,Cape Pirates HS V,Cape Pirates,15,602,Tampa Krewe HS,4,Tampa Krewe,0,High School Boys 
1564,2015-01-17 00:00:00,1,47,NULL,2,533,U of Florida,UF Men,29,528,USF,2,USF M,34,2014-15 Friendlies
1573,2015-01-17 00:00:00,2,43,Men,2,493,Miami Rugby  'B',Miami Rugby FC,7,496,Boca Raton 'B',2,Boca Raton,47,Orange Cup (Men-DII B sides)
1574,2015-01-17 00:00:00,1,47,NULL,3,527,Sarasota,Sarasota,59,570,FSU,2,Florida State M,17,2014-15 Friendlies
1590,2015-01-23 00:00:00,2,50,Men,4,603,Cape Pirates HS V,Cape Pirates,10,608,Jupiter Sharks HS V,4,Jupiter Sharks RC,7,High School Boys 
1577,2015-01-24 00:00:00,2,40,Men,2,487,Jacksonville,Jacksonville M,53,491,Tampa,2,Tampa Krewe,12,Mens DII
1578,2015-01-24 00:00:00,2,53,Men,1,640,UCF W,UCF W,50,639,FSU W,1,Florida State W,12,SIRC (College Women D1)
1563,2015-01-24 00:00:00,1,47,NULL,3,527,Sarasota,Sarasota,77,533,U of Florida,2,UF Men,0,2014-15 Friendlies
1565,2015-01-24 00:00:00,1,47,NULL,2,528,USF,USF M,12,559,Pelican,3,Pelicans,79,2014-15 Friendlies
1553,2015-01-24 00:00:00,2,50,Men,4,615,Trojans U19,Trojan U19,25,632,BYE,4,Rugby Club,0,High School Boys 
1418,2015-01-24 00:00:00,5,50,College Women,4,600,Daytona HS V,Daytona U19,20,611,Riviera Beach HS,4,Riviera Beach,5,High School Boys 
1422,2015-01-24 00:00:00,2,50,Men,4,601,Orlando HS V,Orlando RFC,43,602,Tampa Krewe HS,4,Tampa Krewe,10,High School Boys 
1424,2015-01-24 00:00:00,2,50,Men,4,607,Boca HS V,Boca Raton Juniors,14,604,Key Biscayne HS V,4,KB Rugby Rats,15,High School Boys 
1425,2015-01-24 00:00:00,2,50,Men,4,606,Mavericks HS V,Archbishop McCarthy,0,605,Naples Bears - HS,4,Hammerhead Youth Rugby,48,High School Boys 
1426,2015-01-24 00:00:00,2,50,Men,4,610,St. Thomas Aquinas,Aquinas Rugby,17,609,Miami Rugby HS,4,Miami Rugby Youth,17,High School Boys 
1265,2015-01-24 00:00:00,2,42,Men,2,511,Jacksonville W 2015,Jacksonville W,5,510,Fort Miami 2015,2,Fort Miami,34,FRU Womens DII
1509,2015-01-30 00:00:00,1,47,NULL,2,528,USF,USF M,19,546,Florida Tech Rugby,2,Florida Tech Rugby,41,2014-15 Friendlies
1513,2015-01-31 00:00:00,2,51,Men,2,618,FAU W,FAU Rugby W,74,619,UM W,2,UM Women,5,College Women DII Spring
1532,2015-01-31 00:00:00,2,52,Men,4,626,Naples HS Girls,Naples Girls Rugby ,62,625,Riviera Beach HS Girls,4,Riviera Beach,0,High School Girls
1533,2015-01-31 00:00:00,2,52,Men,4,627,Sebastian HS Girls,Sebastian River HS,25,624,Boca HS Girls,4,Boca Raton Juniors,0,High School Girls
1434,2015-01-31 00:00:00,2,50,Men,4,605,Naples Bears - HS,Hammerhead Youth Rugby,13,607,Boca HS V,4,Boca Raton Juniors,10,High School Boys 
1435,2015-01-31 00:00:00,2,50,Men,4,608,Jupiter Sharks HS V,Jupiter Sharks RC,10,610,St. Thomas Aquinas,4,Aquinas Rugby,5,High School Boys 
1436,2015-01-31 00:00:00,2,50,Men,4,609,Miami Rugby HS,Miami Rugby Youth,26,611,Riviera Beach HS,4,Riviera Beach,64,High School Boys 
1419,2015-01-31 00:00:00,2,50,Men,4,601,Orlando HS V,Orlando RFC,3,600,Daytona HS V,4,Daytona U19,41,High School Boys 
1396,2015-01-31 00:00:00,2,49,Men,2,565,UM,UM Men,42,562,Ave Maria ,2,Ave Maria,7,NSCRO Florida
1266,2015-01-31 00:00:00,2,42,Men,2,512,Orlando W 2015,Orlando RFC,43,510,Fort Miami 2015,2,Fort Miami,48,FRU Womens DII
1298,2015-01-31 00:00:00,2,43,Men,2,494,Ft. Lauderdale 'B',Ft. Lauderdale,0,496,Boca Raton 'B',2,Boca Raton,20,Orange Cup (Men-DII B sides)
1299,2015-01-31 00:00:00,2,43,Men,2,495,Miami Tridents 'B',Miami Tridents,25,493,Miami Rugby  'B',2,Miami Rugby FC,19,Orange Cup (Men-DII B sides)
1300,2015-01-31 00:00:00,2,43,Men,2,497,Naples 'B',Hammerheads,35,498,Orlando RFC 'B',2,Orlando RFC,21,Orange Cup (Men-DII B sides)
1554,2015-01-31 00:00:00,2,50,Men,4,614,Cardinal Gibbons  HS,Cardinal Gibbons ,25,632,BYE,4,Rugby Club,0,High School Boys 
1576,2015-01-31 00:00:00,1,47,NULL,2,533,U of Florida,UF Men,0,542,Gainesville,3,Gainesville Hogs,98,2014-15 Friendlies
1579,2015-01-31 00:00:00,2,53,Men,1,639,FSU W,Florida State W,0,643,Life University,1,Out of State,90,SIRC (College Women D1)
1580,2015-01-31 00:00:00,2,53,Men,1,641,UF W,UF Women,67,642,Georgia Tech,1,Out of State,10,SIRC (College Women D1)
1591,2015-01-31 00:00:00,2,50,Men,4,615,Trojans U19,Trojan U19,0,613,Weston HS,4,Weston U19,31,High School Boys 
1594,2015-01-31 00:00:00,2,50,Men,4,606,Mavericks HS V,Archbishop McCarthy,0,604,Key Biscayne HS V,4,KB Rugby Rats,69,High School Boys 
1596,2015-01-31 00:00:00,1,47,NULL,3,568,Palm Beach,Palm Beach,22,645,Boca Raton 'B',2,Boca Raton,15,2014-15 Friendlies
1597,2015-01-31 00:00:00,1,47,NULL,4,631,Okapi HS V,Okapi Rugby,26,646,Cardinal Gibbons  JV,4,Cardinal Gibbons ,24,2014-15 Friendlies
1177,2015-01-31 00:00:00,2,40,Men,2,488,Ft. Lauderdale,Ft. Lauderdale,30,485,Boca Raton,2,Boca Raton,32,Mens DII
1178,2015-01-31 00:00:00,2,40,Men,2,489,Tridents,Miami Tridents,16,486,Miami RFC,2,Miami Rugby FC,10,Mens DII
1179,2015-01-31 00:00:00,2,40,Men,2,490,Naples,Hammerheads,21,492,Orlando,2,Orlando RFC,61,Mens DII
1220,2015-02-07 00:00:00,2,41,Men,3,505,Tampa D3,Tampa Krewe,5,508,Daytona,3,Daytona M,59,Mens DIII
1221,2015-02-07 00:00:00,2,41,Men,3,504,Palm Beach,Palm Beach,27,502,Gainesville,3,Gainesville Hogs,0,Mens DIII
1222,2015-02-07 00:00:00,2,41,Men,3,503,Pelican,Pelicans,50,507,Indian River,3,Indian River Raptors,5,Mens DIII
1223,2015-02-07 00:00:00,2,41,Men,3,500,Brevard,Brevard,20,509,Tallahassee,3,Tallahassee RFC,0,Mens DIII
1199,2015-02-07 00:00:00,2,40,Men,2,491,Tampa,Tampa Krewe,18,485,Boca Raton,2,Boca Raton,39,Mens DII
1181,2015-02-07 00:00:00,2,40,Men,2,486,Miami RFC,Miami Rugby FC,12,488,Ft. Lauderdale,2,Ft. Lauderdale,31,Mens DII
1182,2015-02-07 00:00:00,2,40,Men,2,490,Naples,Hammerheads,14,489,Tridents,2,Miami Tridents,41,Mens DII
1581,2015-02-07 00:00:00,2,53,Men,1,639,FSU W,Florida State W,10,641,UF W,1,UF Women,50,SIRC (College Women D1)
1431,2015-02-07 00:00:00,5,50,College Women,4,603,Cape Pirates HS V,Cape Pirates,15,613,Weston HS,4,Weston U19,14,High School Boys 
1555,2015-02-07 00:00:00,5,50,College Women,4,601,Orlando HS V,Orlando RFC,25,632,BYE,4,Rugby Club,0,High School Boys 
1572,2015-02-07 00:00:00,2,51,Men,2,620,USF W,USF - W,75,618,FAU W,2,FAU Rugby W,0,College Women DII Spring
1303,2015-02-07 00:00:00,2,43,Men,2,493,Miami Rugby  'B',Miami Rugby FC,25,494,Ft. Lauderdale 'B',2,Ft. Lauderdale,0,Orange Cup (Men-DII B sides)
1304,2015-02-07 00:00:00,2,43,Men,2,497,Naples 'B',Hammerheads,33,495,Miami Tridents 'B',2,Miami Tridents,11,Orange Cup (Men-DII B sides)
1388,2015-02-07 00:00:00,2,49,Men,2,563,Eckerd,Eckerd Rugby M,28,562,Ave Maria ,2,Ave Maria,0,NSCRO Florida
1389,2015-02-07 00:00:00,2,49,Men,2,566,UNF,UNF RFC,31,564,FGCU,2,FGCU,7,NSCRO Florida
1420,2015-02-07 00:00:00,5,50,College Women,4,614,Cardinal Gibbons  HS,Cardinal Gibbons ,0,600,Daytona HS V,4,Daytona U19,39,High School Boys 
1442,2015-02-07 00:00:00,5,50,College Women,4,607,Boca HS V,Boca Raton Juniors,0,608,Jupiter Sharks HS V,4,Jupiter Sharks RC,26,High School Boys 
1443,2015-02-07 00:00:00,5,50,College Women,4,611,Riviera Beach HS,Riviera Beach,59,615,Trojans U19,4,Trojan U19,0,High School Boys 
1440,2015-02-07 00:00:00,5,50,College Women,4,602,Tampa Krewe HS,Tampa Krewe,14,605,Naples Bears - HS,4,Hammerhead Youth Rugby,19,High School Boys 
1439,2015-02-08 00:00:00,5,50,College Women,4,604,Key Biscayne HS V,KB Rugby Rats,28,610,St. Thomas Aquinas,4,Aquinas Rugby,5,High School Boys 
1535,2015-02-14 00:00:00,2,52,Men,4,626,Naples HS Girls,Naples Girls Rugby ,21,627,Sebastian HS Girls,4,Sebastian River HS,0,High School Girls
1548,2015-02-14 00:00:00,2,50,Men,4,605,Naples Bears - HS,Hammerhead Youth Rugby,43,604,Key Biscayne HS V,4,KB Rugby Rats,27,High School Boys 
1511,2015-02-14 00:00:00,1,47,NULL,2,557,Key West  Rugby,Key West  Rugby,34,546,Florida Tech Rugby,2,Florida Tech Rugby,5,2014-15 Friendlies
1444,2015-02-14 00:00:00,2,50,Men,4,600,Daytona HS V,Daytona U19,70,602,Tampa Krewe HS,4,Tampa Krewe,8,High School Boys 
1445,2015-02-14 00:00:00,2,50,Men,4,601,Orlando HS V,Orlando RFC,26,603,Cape Pirates HS V,4,Cape Pirates,14,High School Boys 
1447,2015-02-14 00:00:00,2,50,Men,4,606,Mavericks HS V,Archbishop McCarthy,0,607,Boca HS V,4,Boca Raton Juniors,77,High School Boys 
1449,2015-02-14 00:00:00,2,50,Men,4,610,St. Thomas Aquinas,Aquinas Rugby,5,611,Riviera Beach HS,4,Riviera Beach,56,High School Boys 
1451,2015-02-14 00:00:00,2,50,Men,4,615,Trojans U19,Trojan U19,17,614,Cardinal Gibbons  HS,4,Cardinal Gibbons ,22,High School Boys 
1390,2015-02-14 00:00:00,2,49,Men,2,563,Eckerd,Eckerd Rugby M,5,566,UNF,2,UNF RFC,40,NSCRO Florida
1391,2015-02-14 00:00:00,2,49,Men,2,564,FGCU,FGCU,13,565,UM,2,UM Men,10,NSCRO Florida
1272,2015-02-14 00:00:00,2,45,Men,2,526,USF,USF M,27,523,FIU,2,FIU M,24,SIRC  (College Men)
1273,2015-02-14 00:00:00,2,45,Men,2,522,FAU,FAU Rugby Men,0,525,UCF,2,UCF M,92,SIRC  (College Men)
1556,2015-02-14 00:00:00,2,50,Men,4,613,Weston HS,Weston U19,25,632,BYE,4,Rugby Club,0,High School Boys 
1582,2015-02-14 00:00:00,2,53,Men,1,644,Tenessee,Out of State,0,640,UCF W,1,UCF W,65,SIRC (College Women D1)
1599,2015-02-14 00:00:00,5,50,College Women,4,609,Miami Rugby HS,Miami Rugby Youth,7,608,Jupiter Sharks HS V,4,Jupiter Sharks RC,20,High School Boys 
1180,2015-02-14 00:00:00,2,40,Men,2,487,Jacksonville,Jacksonville M,20,492,Orlando,2,Orlando RFC,17,Mens DII
1583,2015-02-15 00:00:00,2,53,Men,1,642,Georgia Tech,Out of State,41,640,UCF W,1,UCF W,17,SIRC (College Women D1)
1604,2015-02-15 00:00:00,2,54,Men,4,652,Okapi U14,Okapi Rugby,15,653,Wellington U14,4,Wellington Wizards,30,FRYU U14 League
1605,2015-02-15 00:00:00,2,54,Men,4,651,Miami Rugby U14,Miami Rugby Youth,30,649,Boca Raton U14,4,Boca Raton Juniors,5,FRYU U14 League
1428,2015-02-19 00:00:00,2,50,Men,4,614,Cardinal Gibbons  HS,Cardinal Gibbons ,5,613,Weston HS,4,Weston U19,28,High School Boys 
1441,2015-02-21 00:00:00,5,50,College Women,4,609,Miami Rugby HS,Miami Rugby Youth,72,606,Mavericks HS V,4,Archbishop McCarthy,5,High School Boys 
1275,2015-02-21 00:00:00,2,45,Men,2,522,FAU,FAU Rugby Men,22,526,USF,2,USF M,53,SIRC  (College Men)
1606,2015-02-22 00:00:00,2,54,Men,4,649,Boca Raton U14,Boca Raton Juniors,5,650,Key Biscayne U14,4,KB Rugby Rats,30,FRYU U14 League
1607,2015-02-22 00:00:00,2,54,Men,4,654,West Pines U14,West Pines Rugby,10,652,Okapi U14,4,Okapi Rugby,15,FRYU U14 League
1608,2015-02-22 00:00:00,2,54,Men,4,653,Wellington U14,Wellington Wizards,25,651,Miami Rugby U14,4,Miami Rugby Youth,10,FRYU U14 League
1602,2015-02-28 00:00:00,2,45,Men,2,522,FAU,FAU Rugby Men,0,524,FSU,2,Florida State M,20,SIRC  (College Men)
1586,2015-02-28 00:00:00,2,53,Men,1,639,FSU W,Florida State W,17,642,Georgia Tech,1,Out of State,12,SIRC (College Women D1)
1587,2015-02-28 00:00:00,2,53,Men,1,640,UCF W,UCF W,37,641,UF W,1,UF Women,7,SIRC (College Women D1)
1557,2015-02-28 00:00:00,5,50,College Women,4,608,Jupiter Sharks HS V,Jupiter Sharks RC,25,632,BYE,4,Rugby Club,0,High School Boys 
1276,2015-02-28 00:00:00,2,45,Men,2,525,UCF,UCF M,38,523,FIU,2,FIU M,0,SIRC  (College Men)
1306,2015-02-28 00:00:00,2,43,Men,2,498,Orlando RFC 'B',Orlando RFC,18,496,Boca Raton 'B',2,Boca Raton,7,Orange Cup (Men-DII B sides)
1519,2015-02-28 00:00:00,2,51,Men,2,622,Eckerd W,Eckerd Rugby W,10,618,FAU W,2,FAU Rugby W,0,College Women DII Spring
1397,2015-02-28 00:00:00,2,49,Men,2,565,UM,UM Men,12,563,Eckerd,2,Eckerd Rugby M,12,NSCRO Florida
1398,2015-02-28 00:00:00,2,49,Men,2,562,Ave Maria ,Ave Maria,0,566,UNF,2,UNF RFC,28,NSCRO Florida
1452,2015-02-28 00:00:00,5,50,College Women,4,600,Daytona HS V,Daytona U19,25,604,Key Biscayne HS V,4,KB Rugby Rats,0,High School Boys 
1453,2015-02-28 00:00:00,5,50,College Women,4,601,Orlando HS V,Orlando RFC,31,607,Boca HS V,4,Boca Raton Juniors,5,High School Boys 
1454,2015-02-28 00:00:00,5,50,College Women,4,602,Tampa Krewe HS,Tampa Krewe,17,611,Riviera Beach HS,4,Riviera Beach,12,High School Boys 
1455,2015-02-28 00:00:00,5,50,College Women,4,606,Mavericks HS V,Archbishop McCarthy,5,603,Cape Pirates HS V,4,Cape Pirates,62,High School Boys 
1456,2015-02-28 00:00:00,5,50,College Women,4,615,Trojans U19,Trojan U19,0,605,Naples Bears - HS,4,Hammerhead Youth Rugby,16,High School Boys 
1459,2015-02-28 00:00:00,5,50,College Women,4,610,St. Thomas Aquinas,Aquinas Rugby,36,614,Cardinal Gibbons  HS,4,Cardinal Gibbons ,5,High School Boys 
1183,2015-02-28 00:00:00,2,40,Men,2,489,Tridents,Miami Tridents,30,487,Jacksonville,2,Jacksonville M,15,Mens DII
1184,2015-02-28 00:00:00,2,40,Men,2,492,Orlando,Orlando RFC,18,485,Boca Raton,2,Boca Raton,7,Mens DII
1186,2015-02-28 00:00:00,2,40,Men,2,488,Ft. Lauderdale,Ft. Lauderdale,47,491,Tampa,2,Tampa Krewe,17,Mens DII
1225,2015-02-28 00:00:00,2,41,Men,3,509,Tallahassee,Tallahassee RFC,5,504,Palm Beach,3,Palm Beach,47,Mens DIII
1226,2015-02-28 00:00:00,2,41,Men,3,507,Indian River,Indian River Raptors,14,500,Brevard,3,Brevard,41,Mens DIII
1227,2015-02-28 00:00:00,2,41,Men,3,503,Pelican,Pelicans,0,506,Sarasota,3,Sarasota,20,Mens DIII
1228,2015-02-28 00:00:00,2,41,Men,3,508,Daytona,Daytona M,20,502,Gainesville,3,Gainesville Hogs,24,Mens DIII
1609,2015-03-01 00:00:00,2,54,Men,4,650,Key Biscayne U14,KB Rugby Rats,5,651,Miami Rugby U14,4,Miami Rugby Youth,20,FRYU U14 League
1610,2015-03-01 00:00:00,2,54,Men,4,654,West Pines U14,West Pines Rugby,10,653,Wellington U14,4,Wellington Wizards,20,FRYU U14 League
1611,2015-03-01 00:00:00,2,54,Men,4,652,Okapi U14,Okapi Rugby,25,649,Boca Raton U14,4,Boca Raton Juniors,5,FRYU U14 League
1558,2015-03-07 00:00:00,2,50,Men,4,615,Trojans U19,Trojan U19,25,632,BYE,4,Rugby Club,0,High School Boys 
1551,2015-03-07 00:00:00,2,50,Men,4,613,Weston HS,Weston U19,45,614,Cardinal Gibbons  HS,4,Cardinal Gibbons ,7,High School Boys 
1570,2015-03-07 00:00:00,2,47,Men,4,636,Mexico,Out of State,50,635,USAR Panthers Red,4,USA Rugby South,25,2014-15 Friendlies
1460,2015-03-07 00:00:00,2,50,Men,4,600,Daytona HS V,Daytona U19,10,603,Cape Pirates HS V,4,Cape Pirates,19,High School Boys 
1461,2015-03-07 00:00:00,2,50,Men,4,602,Tampa Krewe HS,Tampa Krewe,20,601,Orlando HS V,4,Orlando RFC,29,High School Boys 
1463,2015-03-07 00:00:00,2,50,Men,4,605,Naples Bears - HS,Hammerhead Youth Rugby,79,606,Mavericks HS V,4,Archbishop McCarthy,0,High School Boys 
1465,2015-03-07 00:00:00,2,50,Men,4,609,Miami Rugby HS,Miami Rugby Youth,38,610,St. Thomas Aquinas,4,Aquinas Rugby,24,High School Boys 
1268,2015-03-07 00:00:00,2,42,Men,2,511,Jacksonville W 2015,Jacksonville W,22,512,Orlando W 2015,2,Orlando RFC,36,FRU Womens DII
